MonthYear,Description,TotalQuantitySold,AverageUnitPrice,TotalSales
2011-10,"WALL ART , THE MAGIC FOREST ",2,6.95,13.9
2011-10,"WALL ART ,PUDDINGS ",8,7.85,61.2
2011-10,WALL ART 70'S ALPHABET ,63,10.36,585.57
2011-10,WALL ART ANIMALS AND NATURE ,37,4.02,139.7
2011-10,WALL ART BICYCLE SAFETY,171,6.91,1082.55
2011-10,WALL ART BICYCLE SAFTEY ,21,5.75,114.15
2011-10,WALL ART BIG LOVE ,514,7.44,2872.22
2011-10,WALL ART BUFFALO BILL ,270,4.15,758.07
2011-10,WALL ART CAT AND BIRD ,47,4.57,165.33
2011-10,WALL ART CLASSIC PUDDINGS ,543,9.34,4191.5
2011-10,WALL ART DOG AND BALL ,22,3.81,69.88
2011-10,WALL ART DOG LICENCE ,128,8.36,943.7
2011-10,WALL ART DOLLY GIRL ,158,4.24,472.83
2011-10,WALL ART GARDEN HAVEN ,180,6.33,838.86
2011-10,WALL ART HORSE & PONY ,28,4.64,117.08
2011-10,WALL ART I LOVE LONDON ,46,6.16,224.98
2011-10,WALL ART KEEP CALM ,100,9.27,834.9
2011-10,WALL ART LOVES' SECRET ,196,6.51,916.28
2011-10,WALL ART MID CENTURY MODERN ,146,7.66,875.88
2011-10,WALL ART ONLY ONE PERSON ,499,5.12,2089.74
2011-10,WALL ART SPACEBOY,49,5.09,206.96
2011-10,WALL ART STOP FOR TEA ,288,7.41,1974.84
2011-10,WALL ART THE MAGIC FOREST ,139,7.53,853.47
2011-10,WALL ART TREASURE AHOY ,33,4.08,124.7
2011-10,WALL ART VILLAGE SHOW ,76,6.38,465.22
2011-10,WALL ART VINTAGE HEART,305,5.03,1175.81
2011-10,WALL ART WORK REST AND PLAY  ,170,4.78,724.02
2011-10,"WALL ART,ONLY ONE PERSON ",6,4.95,29.7
2011-10,WALL MIRROR RECTANGLE DIAMANTE PINK,8,13.01,101.33
2011-10,WALL TIDY RETROSPOT ,9,3.12,29.05
2011-10,WASH BAG VINTAGE ROSE PAISLEY,12,2.55,30.6
2011-10,WASHROOM METAL SIGN,59,1.69,95.65
2011-10,WATERING CAN BLUE ELEPHANT,40,2.13,80.18
2011-10,WATERING CAN GARDEN MARKER,23,1.73,34.8
2011-10,WATERING CAN GREEN DINOSAUR,17,2.68,39.69
2011-10,WATERING CAN PINK BUNNY,27,1.95,52.65
2011-10,WELCOME  WOODEN BLOCK LETTERS,28,10.66,288.61
2011-10,WHEELBARROW FOR CHILDREN ,10,12.75,127.5
2011-10,WHITE  ROSEBUD PEARL BRACELET,9,3.79,28.61
2011-10,WHITE AND BLUE CERAMIC OIL BURNER,3,1.25,3.75
2011-10,WHITE BAMBOO RIBS LAMPSHADE,147,0.82,114.87
2011-10,WHITE BAROQUE WALL CLOCK ,8,12.3,93.0
2011-10,WHITE BELL HONEYCOMB PAPER ,344,1.98,526.4
2011-10,WHITE BROCANTE SOAP DISH,27,3.52,82.49
2011-10,WHITE CANDYSTUFT ARTIFICIAL FLOWER,54,1.45,78.3
2011-10,WHITE CHRISTMAS GARLAND STARS TREES,50,3.51,177.2
2011-10,WHITE CHRISTMAS STAR DECORATION,60,0.46,26.02
2011-10,WHITE ENAMEL FLOWER HAIR TIE,1,2.9,2.9
2011-10,WHITE FRANGIPANI NECKLACE,3,2.48,7.44
2011-10,WHITE GOOSE FEATHER CHRISTMAS TREE ,47,2.95,138.65
2011-10,WHITE GOOSE FEATHER TREE 60CM ,18,1.95,35.1
2011-10,WHITE HANGING BEADS CANDLE HOLDER,23,5.45,125.35
2011-10,WHITE HANGING HEART T-LIGHT HOLDER,1698,3.31,4836.34
2011-10,WHITE HEART CONFETTI IN TUBE,1,3.29,3.29
2011-10,WHITE HEART OF GLASS BRACELET,1,5.82,5.82
2011-10,WHITE HEARTS WIRE PLANT POT HOLDER,46,3.42,138.74
2011-10,WHITE HONEYCOMB PAPER GARLAND ,6,1.65,9.9
2011-10,WHITE JEWELLED HEART DECORATION,219,1.01,179.97
2011-10,WHITE LOVEBIRD LANTERN,39,3.54,116.37
2011-10,WHITE METAL LANTERN,80,4.81,327.68
2011-10,WHITE ROCKING HORSE HAND PAINTED,788,1.41,947.51
2011-10,WHITE ROSEBUD  PEARL EARRINGS,1,2.48,2.48
2011-10,WHITE ROSEBUD & PEARL NECKLACE,1,7.48,7.48
2011-10,WHITE SAGE INCENSE,182,0.34,39.69
2011-10,WHITE SKULL HOT WATER BOTTLE ,381,5.19,1966.25
2011-10,WHITE SOAP RACK WITH 2 BOTTLES,25,5.95,148.75
2011-10,WHITE SPOT BLUE CERAMIC DRAWER KNOB,399,1.86,596.15
2011-10,WHITE SPOT RED CERAMIC DRAWER KNOB,308,1.95,501.78
2011-10,WHITE SQUARE TABLE CLOCK,6,2.55,15.3
2011-10,WHITE STITCHED CUSHION COVER,10,7.62,73.52
2011-10,WHITE STITCHED WALL CLOCK,17,0.79,13.43
2011-10,WHITE STONE/CRYSTAL EARRINGS,1,2.95,2.95
2011-10,WHITE TALL PORCELAIN T-LIGHT HOLDER,15,3.76,43.07
2011-10,"WHITE TEA,COFFEE,SUGAR JARS",54,1.95,105.3
2011-10,WHITE TRAVEL ALARM CLOCK,18,2.55,45.9
2011-10,WHITE VINT ART DECO CRYSTAL NECKLAC,2,8.5,17.0
2011-10,WHITE WICKER STAR ,336,2.21,719.81
2011-10,WHITE WIRE EGG HOLDER,5,7.5,37.5
2011-10,WHITE WOOD GARDEN PLANT LADDER,63,10.07,602.06
2011-10,WHITE/PINK CHICK DECORATION,73,1.16,77.57
2011-10,WICKER STAR ,220,2.3,484.33
2011-10,WICKER WREATH LARGE,139,2.04,258.83
2011-10,WICKER WREATH SMALL,163,1.64,235.95
2011-10,WIRE EGG BASKET ,28,8.44,226.91
2011-10,WOOD 2 DRAWER CABINET WHITE FINISH,191,7.25,1290.5
2011-10,WOOD BLACK BOARD ANT WHITE FINISH,290,9.2,1924.94
2011-10,WOOD S/3 CABINET ANT WHITE FINISH,2,8.95,17.9
2011-10,WOOD STAMP SET BEST WISHES,69,0.83,57.27
2011-10,WOOD STAMP SET FLOWERS,104,1.06,91.24
2011-10,WOOD STAMP SET HAPPY BIRTHDAY,58,0.83,48.14
2011-10,WOOD STAMP SET THANK YOU,111,0.92,94.59
2011-10,WOOD STOCKING CHRISTMAS SCANDISPOT,346,0.96,296.18
2011-10,WOODEN ADVENT CALENDAR CREAM,118,17.06,1853.08
2011-10,WOODEN ADVENT CALENDAR RED,158,11.8,1683.66
2011-10,WOODEN BOX OF DOMINOES,959,1.49,1250.4
2011-10,WOODEN CROQUET GARDEN SET,31,15.81,439.47
2011-10,WOODEN FRAME ANTIQUE WHITE ,612,3.5,1864.32
2011-10,WOODEN HAPPY BIRTHDAY GARLAND,246,3.32,679.46
2011-10,WOODEN HEART CHRISTMAS SCANDINAVIAN,3028,0.4,1029.32
2011-10,WOODEN OWLS LIGHT GARLAND ,121,4.23,490.25
2011-10,WOODEN PICTURE FRAME WHITE FINISH,793,3.28,2124.25
2011-10,WOODEN REGATTA BUNTING,15,6.76,95.76
2011-10,WOODEN ROUNDERS GARDEN SET ,13,10.9,136.03
2011-10,WOODEN SCHOOL COLOURING SET,582,1.77,968.5
2011-10,WOODEN SKITTLES GARDEN SET,10,15.42,146.7
2011-10,WOODEN STAR CHRISTMAS SCANDINAVIAN,2354,0.42,788.32
2011-10,WOODEN TREE CHRISTMAS SCANDINAVIAN,1707,0.44,591.47
2011-10,WOODEN UNION JACK BUNTING,21,8.15,162.18
2011-10,WOODLAND  HEIGHT CHART STICKERS ,45,3.52,146.95
2011-10,WOODLAND  STICKERS,75,1.02,65.31
2011-10,WOODLAND BUNNIES LOLLY MAKERS,245,2.64,536.68
2011-10,WOODLAND CHARLOTTE BAG,986,1.2,1309.27
2011-10,WOODLAND DESIGN  COTTON TOTE BAG,6,2.25,13.5
2011-10,WOODLAND LARGE BLUE FELT HEART,25,1.65,32.46
2011-10,WOODLAND LARGE PINK FELT HEART,205,1.58,217.14
2011-10,WOODLAND LARGE RED FELT HEART,38,1.55,49.92
2011-10,WOODLAND MINI BACKPACK,370,4.39,1472.06
2011-10,WOODLAND MINI RUCKSACK ,5,4.15,20.75
2011-10,WOODLAND PARTY BAG + STICKER SET,258,2.0,413.3
2011-10,WOODLAND SMALL BLUE FELT HEART,42,0.96,35.66
2011-10,WOODLAND SMALL PINK FELT HEART,25,1.1,21.55
2011-10,WOODLAND SMALL RED FELT HEART,259,0.92,195.45
2011-10,WOODLAND STORAGE BOX LARGE ,41,4.11,126.07
2011-10,WOODLAND STORAGE BOX SMALL,30,3.19,65.58
2011-10,WORLD WAR 2 GLIDERS ASSTD DESIGNS,8084,0.32,1929.92
2011-10,WOVEN BERRIES CUSHION COVER ,16,4.2,66.9
2011-10,WOVEN BUBBLE GUM CUSHION COVER,18,4.23,75.16
2011-10,WOVEN CANDY CUSHION COVER ,12,4.25,51.2
2011-10,WOVEN FROST CUSHION COVER,15,4.13,61.95
2011-10,WOVEN ROSE GARDEN CUSHION COVER ,41,4.24,171.79
2011-10,WOVEN SUNSET CUSHION COVER ,9,4.13,37.17
2011-10,WRAP  VINTAGE DOILY ,500,0.42,210.0
2011-10,WRAP 50'S  CHRISTMAS,1237,0.42,507.54
2011-10,WRAP ALPHABET DESIGN,650,0.42,273.0
2011-10,WRAP ALPHABET POSTER  ,325,0.42,136.5
2011-10,WRAP BAD HAIR DAY,50,0.1,5.0
2011-10,WRAP BILLBOARD FONTS DESIGN,175,0.42,73.5
2011-10,WRAP BIRD GARDEN ,350,0.42,147.0
2011-10,WRAP CHRISTMAS SCREEN PRINT,450,0.19,85.5
2011-10,WRAP CHRISTMAS VILLAGE,1050,0.42,441.0
2011-10,WRAP CIRCUS PARADE,350,0.42,147.0
2011-10,WRAP COWBOYS  ,200,0.42,84.0
2011-10,WRAP DAISY CARPET ,25,0.42,10.5
2011-10,WRAP DOLLY GIRL,325,0.42,136.5
2011-10,WRAP ENGLISH ROSE ,1000,0.42,420.0
2011-10,WRAP FLOWER SHOP  ,250,0.42,105.0
2011-10,WRAP GINGHAM ROSE ,275,0.42,115.5
2011-10,WRAP GREEN PEARS ,225,0.42,94.5
2011-10,WRAP I LOVE LONDON ,950,0.41,363.0
2011-10,WRAP MAGIC FOREST ,75,0.42,31.5
2011-10,WRAP MONSTER FUN ,100,0.42,42.0
2011-10,WRAP PAISLEY PARK ,650,0.42,273.0
2011-10,WRAP PINK FAIRY CAKES ,900,0.42,342.0
2011-10,WRAP POPPIES  DESIGN,1100,0.42,426.0
2011-10,WRAP RED APPLES ,550,0.42,231.0
2011-10,WRAP RED VINTAGE DOILY,650,0.42,273.0
2011-10,WRAP SUKI AND FRIENDS,850,0.42,333.0
2011-10,WRAP SUMMER ROSE DESIGN,2,0.42,0.84
2011-10,WRAP VINTAGE LEAF DESIGN,1350,0.42,531.0
2011-10,WRAP WEDDING DAY,100,0.42,42.0
2011-10,YELLOW COAT RACK PARIS FASHION,9,6.12,50.39
2011-10,YELLOW FELT HANGING HEART W FLOWER,1,1.63,1.63
2011-10,YELLOW GIANT GARDEN THERMOMETER,40,6.82,257.53
2011-10,YELLOW POT PLANT CANDLE,4,2.95,11.8
2011-10,YELLOW SHARK HELICOPTER,8,7.95,63.6
2011-10,YELLOW/PINK CERAMIC CANDLE HOLDER,1,3.29,3.29
2011-10,YELLOW/PINK FLOWER DESIGN BIG MUG,4,0.39,1.56
2011-10,YOU'RE CONFUSING ME METAL SIGN ,306,2.43,554.42
2011-10,YULETIDE IMAGES GIFT WRAP SET,49,0.81,32.83
2011-10,ZINC  HEART T-LIGHT HOLDER,86,1.61,112.34
2011-10,ZINC  STAR T-LIGHT HOLDER ,19,1.65,24.96
2011-10,ZINC BOX SIGN HOME,39,9.95,388.05
2011-10,ZINC FOLKART SLEIGH BELLS,1375,2.26,2550.23
2011-10,ZINC HEART FLOWER T-LIGHT HOLDER,74,1.79,97.34
2011-10,ZINC HEART LATTICE CHARGER LARGE,1,3.75,3.75
2011-10,ZINC HEART LATTICE CHARGER SMALL,1,2.95,2.95
2011-10,ZINC HEART LATTICE T-LIGHT HOLDER,37,1.59,42.9
2011-10,ZINC HEARTS PLANT POT HOLDER,33,2.89,95.37
2011-10,ZINC HERB GARDEN CONTAINER,40,6.79,262.42
2011-10,ZINC METAL HEART DECORATION,911,1.27,1098.92
2011-10,ZINC SWEETHEART SOAP DISH,5,2.49,12.45
2011-10,ZINC SWEETHEART WIRE LETTER RACK,22,4.42,89.92
2011-10,ZINC T-LIGHT HOLDER STAR LARGE,399,0.95,379.05
2011-10,ZINC T-LIGHT HOLDER STARS SMALL,559,0.85,453.73
2011-10,ZINC WILLIE WINKIE  CANDLE STICK,598,0.97,482.56
2011-10,ZINC WIRE SWEETHEART LETTER TRAY,8,3.75,30.0
2011-11, 4 PURPLE FLOCK DINNER CANDLES,46,2.74,122.12
2011-11, 50'S CHRISTMAS GIFT BAG LARGE,496,1.5,633.31
2011-11, DOLLY GIRL BEAKER,165,1.73,229.24
2011-11, I LOVE LONDON MINI BACKPACK,156,5.02,656.38
2011-11, NINE DRAWER OFFICE TIDY,18,14.68,254.4
2011-11, OVAL WALL MIRROR DIAMANTE ,20,9.29,187.38
2011-11, RED SPOT GIFT BAG LARGE,389,1.35,491.09
2011-11, SPACEBOY BABY GIFT SET,61,13.84,877.71
2011-11, TRELLIS COAT RACK,33,5.92,180.87
2011-11,10 COLOUR SPACEBOY PEN,805,1.08,703.85
2011-11,12 COLOURED PARTY BALLOONS,330,0.7,215.7
2011-11,12 EGG HOUSE PAINTED WOOD,22,16.23,302.73
2011-11,12 HANGING EGGS HAND PAINTED,31,2.08,64.48
2011-11,12 MESSAGE CARDS WITH ENVELOPES,235,1.86,378.51
2011-11,12 PENCIL SMALL TUBE WOODLAND,1649,0.8,1288.3
2011-11,12 PENCILS SMALL TUBE RED RETROSPOT,895,0.65,581.75
2011-11,12 PENCILS SMALL TUBE SKULL,610,0.65,358.1
2011-11,12 PENCILS TALL TUBE RED RETROSPOT,586,1.0,523.06
2011-11,12 PENCILS TALL TUBE SKULLS,671,1.0,596.09
2011-11,12 PENCILS TALL TUBE WOODLAND,393,0.85,334.05
2011-11,12 RED ROSE PEG PLACE SETTINGS,52,1.53,68.63
2011-11,15 PINK FLUFFY CHICKS IN BOX,1,2.95,2.95
2011-11,15CM CHRISTMAS GLASS BALL 20 LIGHTS,650,9.19,5188.78
2011-11,16 PIECE CUTLERY SET PANTRY DESIGN,14,18.84,240.64
2011-11,18PC WOODEN CUTLERY SET DISPOSABLE,1,2.46,2.46
2011-11,2 DAISIES HAIR COMB,3,2.9,8.7
2011-11,2 PICTURE BOOK EGGS EASTER BUNNY,12,1.25,15.0
2011-11,2 PICTURE BOOK EGGS EASTER DUCKS,12,1.25,15.0
2011-11,20 DOLLY PEGS RETROSPOT,120,1.7,181.35
2011-11,200 BENDY SKULL STRAWS,28,1.49,36.21
2011-11,200 RED + WHITE BENDY STRAWS,70,1.62,121.38
2011-11,3 BLACK CATS W HEARTS BLANK CARD,18,0.19,3.42
2011-11,3 DRAWER ANTIQUE WHITE WOOD CABINET,286,9.17,2477.14
2011-11,3 GARDENIA MORRIS BOXED CANDLES,97,3.01,142.37
2011-11,3 HEARTS HANGING DECORATION RUSTIC,1295,3.36,5739.21
2011-11,3 HOOK PHOTO SHELF ANTIQUE WHITE,101,9.48,868.55
2011-11,3 PIECE SPACEBOY COOKIE CUTTER SET,276,2.62,614.11
2011-11,3 RAFFIA RIBBONS 50'S CHRISTMAS ,877,0.82,729.71
2011-11,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,189,0.82,151.59
2011-11,3 ROSE MORRIS BOXED CANDLES,571,1.54,741.91
2011-11,3 STRIPEY MICE FELTCRAFT,419,2.33,857.37
2011-11,3 TIER CAKE TIN GREEN AND CREAM,40,19.92,690.66
2011-11,3 TIER CAKE TIN RED AND CREAM,95,19.89,1453.35
2011-11,3 TIER SWEETHEART GARDEN SHELF,1,35.95,35.95
2011-11,3 TRADITIONAl BISCUIT CUTTERS  SET,178,2.48,383.95
2011-11,3 WHITE CHOC MORRIS BOXED CANDLES,462,2.28,669.02
2011-11,36 DOILIES DOLLY GIRL,24,1.45,34.8
2011-11,36 DOILIES VINTAGE CHRISTMAS,12,1.45,17.4
2011-11,36 FOIL HEART CAKE CASES,73,2.85,153.48
2011-11,36 FOIL STAR CAKE CASES ,271,2.65,541.4
2011-11,36 PENCILS TUBE RED RETROSPOT,485,1.62,647.39
2011-11,36 PENCILS TUBE SKULLS,309,1.63,444.33
2011-11,36 PENCILS TUBE WOODLAND,62,2.95,182.9
2011-11,3D CHRISTMAS STAMPS STICKERS ,217,1.55,312.93
2011-11,3D DOG PICTURE PLAYING CARDS,49,3.52,153.07
2011-11,3D SHEET OF CAT STICKERS,1,0.85,0.85
2011-11,3D SHEET OF DOG STICKERS,72,1.33,72.9
2011-11,3D TRADITIONAL CHRISTMAS STICKERS,478,1.48,632.76
2011-11,3D VINTAGE CHRISTMAS STICKERS ,519,1.54,672.96
2011-11,4 BLUE DINNER CANDLES SILVER FLOCK,9,2.55,22.95
2011-11,4 BURGUNDY WINE DINNER CANDLES,7,1.25,8.75
2011-11,4 IVORY DINNER CANDLES SILVER FLOCK,75,2.73,193.99
2011-11,4 LAVENDER BOTANICAL DINNER CANDLES,472,1.55,618.56
2011-11,4 LILY  BOTANICAL DINNER CANDLES,165,1.76,226.65
2011-11,4 PEAR BOTANICAL DINNER CANDLES,457,1.53,607.97
2011-11,4 PINK DINNER CANDLE SILVER FLOCK,29,2.77,76.36
2011-11,4 PINK FLOCK CHRISTMAS BALLS,19,1.25,23.75
2011-11,4 ROSE PINK DINNER CANDLES,4,2.46,9.84
2011-11,4 SKY BLUE DINNER CANDLES,3,2.46,7.38
2011-11,4 TRADITIONAL SPINNING TOPS,674,1.75,1067.19
2011-11,4 VANILLA BOTANICAL CANDLES,510,1.63,684.42
2011-11,4 WILDFLOWER BOTANICAL CANDLES,102,1.66,151.98
2011-11,5 HOOK HANGER RED MAGIC TOADSTOOL,27,1.65,44.55
2011-11,5 STRAND GLASS NECKLACE AMBER,1,6.23,6.23
2011-11,5 STRAND GLASS NECKLACE AMETHYST,3,6.29,18.93
2011-11,5 STRAND GLASS NECKLACE BLACK,2,6.35,12.7
2011-11,5 STRAND GLASS NECKLACE CRYSTAL,6,6.29,37.86
2011-11,50'S CHRISTMAS PAPER GIFT BAG,349,0.98,293.47
2011-11,50CM METAL STRING WITH  7 CLIPS,8,0.85,6.8
2011-11,6 CHOCOLATE LOVE HEART T-LIGHTS,350,2.45,679.15
2011-11,6 EGG HOUSE PAINTED WOOD,22,11.31,221.94
2011-11,6 GIFT TAGS 50'S CHRISTMAS ,1273,1.03,1326.35
2011-11,6 GIFT TAGS VINTAGE CHRISTMAS ,1288,1.06,1178.64
2011-11,6 RIBBONS ELEGANT CHRISTMAS ,343,1.79,614.35
2011-11,6 RIBBONS EMPIRE  ,152,1.46,221.24
2011-11,6 RIBBONS RUSTIC CHARM,1177,2.43,2537.79
2011-11,6 RIBBONS SHIMMERING PINKS ,79,1.33,107.95
2011-11,6 ROCKET BALLOONS ,182,0.77,135.1
2011-11,60 CAKE CASES DOLLY GIRL DESIGN,735,0.75,386.73
2011-11,60 CAKE CASES VINTAGE CHRISTMAS,4347,0.73,3181.3
2011-11,60 TEATIME FAIRY CAKE CASES,1425,0.68,723.25
2011-11,6PC WOOD PLATE SET DISPOSABLE,5,2.06,8.67
2011-11,70'S ALPHABET WALL ART,2,8.25,16.5
2011-11,72 SWEETHEART FAIRY CAKE CASES,918,0.69,463.31
2011-11,75 GREEN FAIRY CAKE CASES,7,0.55,3.85
2011-11,75 GREEN PETIT FOUR CASES,58,0.67,28.46
2011-11,A PRETTY THANK YOU CARD,358,0.53,152.6
2011-11,A4 WALL TIDY BLUE OFFICE,1,0.53,0.53
2011-11,A4 WALL TIDY RED FLOWERS,1,0.53,0.53
2011-11,ABC TREASURE BOOK BOX ,568,2.86,1177.95
2011-11,ABSTRACT CIRCLE JOURNAL ,2,2.55,5.1
2011-11,ABSTRACT CIRCLES POCKET BOOK,37,0.85,31.45
2011-11,ABSTRACT CIRCLES SKETCHBOOK ,26,5.19,123.47
2011-11,ACRYLIC GEOMETRIC LAMP,3,18.95,56.85
2011-11,"ACRYLIC HANGING JEWEL,BLUE",90,0.38,34.2
2011-11,"ACRYLIC HANGING JEWEL,PINK",14,0.38,5.32
2011-11,"ACRYLIC JEWEL ICICLE, BLUE",1,0.38,0.38
2011-11,"ACRYLIC JEWEL ICICLE, PINK",125,0.38,47.5
2011-11,ADULT APRON APPLE DELIGHT,57,5.87,305.51
2011-11,ADVENT CALENDAR GINGHAM SACK,559,5.6,2838.79
2011-11,AFGHAN SLIPPER SOCK PAIR,6,3.45,20.7
2011-11,AGED GLASS SILVER T-LIGHT HOLDER,1141,0.79,746.17
2011-11,AIRLINE BAG VINTAGE JET SET BROWN,36,5.37,182.56
2011-11,AIRLINE BAG VINTAGE JET SET RED,75,4.76,335.71
2011-11,AIRLINE BAG VINTAGE JET SET WHITE,28,5.09,129.8
2011-11,AIRLINE BAG VINTAGE TOKYO 78,175,5.45,860.19
2011-11,AIRLINE BAG VINTAGE WORLD CHAMPION ,49,5.32,234.01
2011-11,"AIRLINE LOUNGE,METAL SIGN",89,1.84,165.75
2011-11,ALARM CLOCK BAKELIKE CHOCOLATE,259,5.15,1113.53
2011-11,ALARM CLOCK BAKELIKE GREEN,1002,4.7,4867.74
2011-11,ALARM CLOCK BAKELIKE IVORY,438,4.58,1798.6
2011-11,ALARM CLOCK BAKELIKE ORANGE,24,8.29,198.96
2011-11,ALARM CLOCK BAKELIKE PINK,545,4.5,2193.15
2011-11,ALARM CLOCK BAKELIKE RED ,958,4.44,4369.52
2011-11,ALPHABET HEARTS STICKER SHEET,20,1.24,20.12
2011-11,ALPHABET STENCIL CRAFT,556,1.51,629.86
2011-11,ALUMINIUM STAMPED HEART,106,2.6,266.41
2011-11,AMBER 3 BEAD DROP EARRINGS,4,2.9,11.6
2011-11,AMBER CHUNKY BEAD BRACELET W STRAP,1,8.95,8.95
2011-11,AMBER DIAMANTE EXPANDABLE RING,1,4.15,4.15
2011-11,AMBER DROP EARRINGS W LONG BEADS,3,2.9,8.7
2011-11,AMBER FINE BEAD NECKLACE W TASSEL,3,5.88,17.72
2011-11,AMBER GLASS/SHELL/PEARL NECKLACE,3,9.08,27.25
2011-11,AMBER GLASS/SILVER BRACELET,5,9.15,45.75
2011-11,AMETHYST 3 BEAD DROP EARRINGS,3,2.9,8.7
2011-11,AMETHYST CHUNKY BEAD BRACELET W STR,5,9.1,45.55
2011-11,AMETHYST DIAMANTE EXPANDABLE RING,1,4.15,4.15
2011-11,AMETHYST DROP EARRINGS W LONG BEADS,4,2.9,11.6
2011-11,AMETHYST GLASS/SHELL/PEARL NECKLACE,2,9.15,18.3
2011-11,AMETHYST HOOP EARRING FLORAL LEAF,1,2.9,2.9
2011-11,ANGEL DECORATION 3 BUTTONS ,1083,0.54,473.31
2011-11,ANGEL DECORATION PAINTED ZINC ,255,0.64,162.83
2011-11,ANGEL DECORATION STARS ON DRESS,814,0.54,333.21
2011-11,ANIMAL STICKERS,359,0.21,75.39
2011-11,ANIMALS AND NATURE WALL ART,18,3.75,67.5
2011-11,ANT COPPER LIME BOUDICCA BRACELET,21,4.97,104.17
2011-11,ANT COPPER PINK BOUDICCA BRACELET,5,4.98,24.9
2011-11,ANT COPPER RED BOUDICCA BRACELET,2,4.96,9.93
2011-11,ANT COPPER TURQ BOUDICCA BRACELET,14,4.97,69.4
2011-11,ANT SILVER LIME GREEN BOUDICCA RING,12,2.95,35.4
2011-11,ANT SILVER TURQUOISE BOUDICCA RING,6,2.95,17.7
2011-11,ANT WHITE WIRE HEART SPIRAL,13,5.88,77.39
2011-11,ANTIQUE ALL GLASS CANDLESTICK,158,2.2,344.04
2011-11,ANTIQUE CREAM CUTLERY CUPBOARD,1,12.75,12.75
2011-11,ANTIQUE CREAM CUTLERY SHELF ,1,8.5,8.5
2011-11,ANTIQUE GLASS DRESSING TABLE POT,156,4.27,546.44
2011-11,ANTIQUE GLASS PEDESTAL BOWL,137,4.86,564.69
2011-11,ANTIQUE GLASS PLACE SETTING,10,1.25,12.5
2011-11,ANTIQUE HEART SHELF UNIT,78,18.4,1352.34
2011-11,ANTIQUE IVORY WIRE BOWL SMALL,9,2.49,22.41
2011-11,ANTIQUE MID BLUE FLOWER EARRINGS,1,4.15,4.15
2011-11,ANTIQUE SILVER BAUBLE LAMP  ,119,11.22,1188.86
2011-11,ANTIQUE SILVER T-LIGHT GLASS,3389,1.48,4847.78
2011-11,ANTIQUE SILVER TEA GLASS ENGRAVED,1237,1.45,1428.44
2011-11,ANTIQUE TALL SWIRLGLASS TRINKET POT,89,5.34,393.11
2011-11,APOTHECARY MEASURING JAR,11,12.16,129.4
2011-11,APPLE BATH SPONGE,275,1.81,381.26
2011-11,AREA PATROLLED METAL SIGN,575,2.59,1165.95
2011-11,ARMY CAMO BOOKCOVER TAPE,4,0.42,1.68
2011-11,"ART LIGHTS,FUNK MONKEY",69,3.92,191.27
2011-11,ASS COLOUR GLOWING TIARAS,15,0.85,12.75
2011-11,ASS FLORAL PRINT MULTI SCREWDRIVER,391,0.42,164.22
2011-11,ASS FLORAL PRINT SPIRIT LEVEL ,23,0.79,18.17
2011-11,ASSORTED BOTTLE TOP  MAGNETS ,285,0.62,156.6
2011-11,ASSORTED CAKES FRIDGE MAGNETS,1,0.65,0.65
2011-11,ASSORTED CIRCULAR MOBILE,37,0.21,7.77
2011-11,ASSORTED COLOUR BIRD ORNAMENT,5219,1.71,8381.79
2011-11,ASSORTED COLOUR LIZARD SUCTION HOOK,190,0.41,72.6
2011-11,ASSORTED COLOUR METAL CAT ,27,1.25,33.75
2011-11,ASSORTED COLOUR MINI CASES,281,7.9,1948.91
2011-11,ASSORTED COLOUR SUCTION CUP HOOK,4,0.19,0.76
2011-11,ASSORTED COLOUR T-LIGHT HOLDER,210,0.85,158.4
2011-11,ASSORTED COLOURED CIRCLE MOBILE ,8,0.42,3.36
2011-11,ASSORTED COLOURS SILK FAN,604,1.13,533.32
2011-11,ASSORTED CREEPY CRAWLIES,1,0.83,0.83
2011-11,ASSORTED EASTER DECORATIONS  BELLS,26,1.25,32.5
2011-11,"ASSORTED FLOWER COLOUR ""LEIS""",565,1.23,265.47
2011-11,ASSORTED INCENSE PACK,216,0.21,45.36
2011-11,ASSORTED MONKEY SUCTION CUP HOOK,48,0.42,20.16
2011-11,ASSORTED SHAPES PHOTO CLIP SILVER ,142,0.65,92.3
2011-11,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,121,1.22,124.69
2011-11,ASSORTED TUTTI FRUTTI BRACELET,386,0.6,148.22
2011-11,ASSORTED TUTTI FRUTTI HEART BOX,18,1.25,22.5
2011-11,ASSORTED TUTTI FRUTTI LARGE PURSE,8,2.1,16.8
2011-11,ASSORTED TUTTI FRUTTI MIRROR,106,1.19,118.82
2011-11,ASSORTED TUTTI FRUTTI NOTEBOOK,59,2.3,125.93
2011-11,ASSORTED TUTTI FRUTTI PEN,459,0.38,135.79
2011-11,ASSORTED TUTTI FRUTTI SMALL PURSE,93,2.06,133.19
2011-11,ASSTD DESIGN 3D PAPER STICKERS,11,0.85,9.35
2011-11,ASSTD DESIGN RACING CAR PEN,128,2.38,237.12
2011-11,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,126,0.19,23.94
2011-11,ASSTD MULTICOLOUR CIRCLES MUG,16,0.39,6.24
2011-11,ASSTD RASTA KEY-CHAINS,8,0.42,3.36
